Node1	Node2	P_value	Adj_p_value	Fisher_p_value	zt_pois_cdf	Raw_co_occurrence	Expansion
CRTAP	RACGAP1	9.99E-05	0.00027557	0.01980198	0.675762622	1	3
CRTAP	SLC25A4	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CRTAP	SOD1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CRTAP	SOD2	0.000338715	0.000811561	0.01980198	0.675762622	1	3
CRTAP	SQSTM1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CRTAP	UTRN	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CRTAP	VDAC1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CRTAP	amyotrophic lateral sclerosis/genetics	0.003526076	0.006899146	0.04950495	0.675762622	1	3
CRTAP	dna-binding proteins/genetics	0.002534175	0.005164561	0.04950495	0.675762622	1	3
CRTAP	mutation missense	0.002041425	0.003496484	0.038216561	0.704306703	1	4
CRTAP	neuromuscular junction/genetics	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CUX1	CYCS	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CUX1	CYTIP	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CUX1	DENR	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CUX1	DNM1L	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CUX1	GAPDH	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CUX1	H2BW2	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CUX1	MAP1LC3B	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CUX1	MUTYH	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CUX1	MYOG	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CUX1	OPA1	0.001032726	0.002305124	0.02970297	0.675762622	1	3
CUX1	PPARGC1A	0.000296412	0.000716663	0.01980198	0.675762622	1	3
CUX1	RACGAP1	9.99E-05	0.00027557	0.01980198	0.675762622	1	3
CUX1	SLC25A4	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CUX1	SOD1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CUX1	SOD2	0.000338715	0.000811561	0.01980198	0.675762622	1	3
CUX1	SQSTM1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CUX1	UTRN	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CUX1	VDAC1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CUX1	amyotrophic lateral sclerosis/genetics	0.003526076	0.006899146	0.04950495	0.675762622	1	3
CUX1	dna-binding proteins/genetics	0.002534175	0.005164561	0.04950495	0.675762622	1	3
CUX1	mutation missense	0.002041425	0.003496484	0.038216561	0.704306703	1	4
CUX1	neuromuscular junction/genetics	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYCS	CYTIP	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYCS	DENR	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYCS	DNM1L	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYCS	GAPDH	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYCS	H2BW2	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYCS	MAP1LC3B	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYCS	MUTYH	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYCS	MYOG	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYCS	OPA1	0.001032726	0.002305124	0.02970297	0.675762622	1	3
CYCS	PPARGC1A	0.000296412	0.000716663	0.01980198	0.675762622	1	3
CYCS	RACGAP1	9.99E-05	0.00027557	0.01980198	0.675762622	1	3
CYCS	SLC25A4	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYCS	SOD1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYCS	SOD2	0.000338715	0.000811561	0.01980198	0.675762622	1	3
CYCS	SQSTM1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYCS	UTRN	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYCS	VDAC1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYCS	amyotrophic lateral sclerosis/genetics	0.003526076	0.006899146	0.04950495	0.675762622	1	3
CYCS	dna-binding proteins/genetics	0.002534175	0.005164561	0.04950495	0.675762622	1	3
CYCS	mutation missense	0.002041425	0.003496484	0.038216561	0.704306703	1	4
CYCS	neuromuscular junction/genetics	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYP3A4	alleles	9.66E-14	7.80E-13	0.02970297	0.675762622	1	3
CYP3A4	amyotrophic lateral sclerosis/genetics	1.70E-06	6.78E-06	0.04950495	0.675762622	1	3
CYP3A4	apoptosis/physiology	7.00E-12	4.86E-11	0.02970297	0.675762622	1	3
CYP3A4	dna-binding proteins/genetics	7.62E-07	3.17E-06	0.04950495	0.675762622	1	3
CYP3A4	hsp70 heat-shock proteins/metabolism	0	0	0.00990099	0.675762622	1	3
CYP3A4	locomotion/genetics	0	0	0.00990099	0.675762622	1	3
CYP3A4	mutation missense/genetics	0	0	0.00990099	0.675762622	1	3
CYP3A4	neuromuscular junction/cytology	0	0	0.00990099	0.675762622	1	3
CYP3A4	neurons/metabolism	3.40E-05	0.000103588	0.099009901	0.675762622	1	3
CYP3A4	phenotype	0.000366646	0.000874255	0.108910891	0.675762622	1	3
CYP3A4	proteasome endopeptidase complex/metabolism	0	0	0.00990099	0.675762622	1	3
CYP3A4	rna interference	9.16E-10	5.24E-09	0.02970297	0.675762622	1	3
CYTIP	DENR	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYTIP	DNM1L	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYTIP	GAPDH	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYTIP	H2BW2	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYTIP	MAP1LC3B	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYTIP	MUTYH	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYTIP	MYOG	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYTIP	OPA1	0.001032726	0.002305124	0.02970297	0.675762622	1	3
CYTIP	PPARGC1A	0.000296412	0.000716663	0.01980198	0.675762622	1	3
CYTIP	RACGAP1	9.99E-05	0.00027557	0.01980198	0.675762622	1	3
CYTIP	SLC25A4	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYTIP	SOD1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYTIP	SOD2	0.000338715	0.000811561	0.01980198	0.675762622	1	3
CYTIP	SQSTM1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYTIP	UTRN	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYTIP	VDAC1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
CYTIP	amyotrophic lateral sclerosis/genetics	0.003526076	0.006899146	0.04950495	0.675762622	1	3
CYTIP	dna-binding proteins/genetics	0.002534175	0.005164561	0.04950495	0.675762622	1	3
CYTIP	mutation missense	0.002041425	0.003496484	0.038216561	0.704306703	1	4
CYTIP	neuromuscular junction/genetics	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DENR	DNM1L	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DENR	GAPDH	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DENR	H2BW2	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DENR	MAP1LC3B	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DENR	MUTYH	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DENR	MYOG	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DENR	OPA1	0.001032726	0.002305124	0.02970297	0.675762622	1	3
DENR	PPARGC1A	0.000296412	0.000716663	0.01980198	0.675762622	1	3
DENR	RACGAP1	9.99E-05	0.00027557	0.01980198	0.675762622	1	3
DENR	SLC25A4	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DENR	SOD1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DENR	SOD2	0.000338715	0.000811561	0.01980198	0.675762622	1	3
DENR	SQSTM1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DENR	UTRN	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DENR	VDAC1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DENR	amyotrophic lateral sclerosis/genetics	0.003526076	0.006899146	0.04950495	0.675762622	1	3
DENR	dna-binding proteins/genetics	0.002534175	0.005164561	0.04950495	0.675762622	1	3
DENR	mutation missense	0.002041425	0.003496484	0.038216561	0.704306703	1	4
DENR	neuromuscular junction/genetics	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DNM1L	GAPDH	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DNM1L	H2BW2	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DNM1L	MAP1LC3B	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DNM1L	MUTYH	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DNM1L	MYOG	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DNM1L	OPA1	0.001032726	0.002305124	0.02970297	0.675762622	1	3
DNM1L	PPARGC1A	0.000296412	0.000716663	0.01980198	0.675762622	1	3
DNM1L	RACGAP1	9.99E-05	0.00027557	0.01980198	0.675762622	1	3
DNM1L	SLC25A4	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DNM1L	SOD1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DNM1L	SOD2	0.000338715	0.000811561	0.01980198	0.675762622	1	3
DNM1L	SQSTM1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DNM1L	UTRN	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DNM1L	VDAC1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
DNM1L	amyotrophic lateral sclerosis/genetics	0.003526076	0.006899146	0.04950495	0.675762622	1	3
DNM1L	dna-binding proteins/genetics	0.002534175	0.005164561	0.04950495	0.675762622	1	3
DNM1L	mutation missense	0.002041425	0.003496484	0.038216561	0.704306703	1	4
DNM1L	neuromuscular junction/genetics	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
FOS	FOSB	0	0	0.006369427	0.704306703	1	4
FOS	FOSL2	0	0	0.006369427	0.704306703	1	4
FOS	JUN	0	0	0.006369427	0.704306703	1	4
FOS	JUND	0	0	0.006369427	0.704306703	1	4
FOS	SMARCA1	0	0	0.006369427	0.704306703	1	4
FOS	SMARCA2	0	0	0.006369427	0.704306703	1	4
FOS	SMARCA4	0	0	0.006369427	0.704306703	1	4
FOS	SOX3	0	0	0.006369427	0.704306703	1	4
FOS	cell differentiation/genetics	0.000706707	0.001289602	0.076433121	0.704306703	1	4
FOS	chromatin/genetics	0	0	0.006369427	0.704306703	1	4
FOS	dna helicases/genetics	0	0	0.006369427	0.704306703	1	4
FOS	foot deformities congenital/genetics	0	0	0.006369427	0.704306703	1	4
FOS	fos-related antigen-2/biosynthesis	0	0	0.006369427	0.704306703	1	4
FOS	hek293 cells	5.37E-09	1.73E-08	0.025477707	0.704306703	1	4
FOS	heterozygote	0	0	0.012738854	0.704306703	1	4
FOS	human embryonic stem cells/metabolism	0.000267552	0.000516202	0.063694268	0.704306703	1	4
FOS	hypotrichosis/genetics	0	0	0.006369427	0.704306703	1	4
FOS	mutation missense	2.67E-05	5.94E-05	0.038216561	0.704306703	1	4
FOS	neural stem cells/metabolism	1.65E-07	4.74E-07	0.044585987	0.704306703	1	4
FOSB	FOSL2	0	0	0.006369427	0.704306703	1	4
FOSB	JUN	0	0	0.006369427	0.704306703	1	4
FOSB	JUND	0	0	0.006369427	0.704306703	1	4
FOSB	SMARCA1	0	0	0.006369427	0.704306703	1	4
FOSB	SMARCA2	0	0	0.006369427	0.704306703	1	4
FOSB	SMARCA4	0	0	0.006369427	0.704306703	1	4
FOSB	SOX3	0	0	0.006369427	0.704306703	1	4
FOSB	cell differentiation/genetics	0.000706707	0.001289602	0.076433121	0.704306703	1	4
FOSB	chromatin/genetics	0	0	0.006369427	0.704306703	1	4
FOSB	dna helicases/genetics	0	0	0.006369427	0.704306703	1	4
FOSB	foot deformities congenital/genetics	0	0	0.006369427	0.704306703	1	4
FOSB	fos-related antigen-2/biosynthesis	0	0	0.006369427	0.704306703	1	4
FOSB	hek293 cells	5.37E-09	1.73E-08	0.025477707	0.704306703	1	4
FOSB	heterozygote	0	0	0.012738854	0.704306703	1	4
FOSB	human embryonic stem cells/metabolism	0.000267552	0.000516202	0.063694268	0.704306703	1	4
FOSB	hypotrichosis/genetics	0	0	0.006369427	0.704306703	1	4
FOSB	mutation missense	2.67E-05	5.94E-05	0.038216561	0.704306703	1	4
FOSB	neural stem cells/metabolism	1.65E-07	4.74E-07	0.044585987	0.704306703	1	4
FOSL2	JUN	0	0	0.006369427	0.704306703	1	4
FOSL2	JUND	0	0	0.006369427	0.704306703	1	4
FOSL2	SMARCA1	0	0	0.006369427	0.704306703	1	4
FOSL2	SMARCA2	0	0	0.006369427	0.704306703	1	4
FOSL2	SMARCA4	0	0	0.006369427	0.704306703	1	4
FOSL2	SOX3	0	0	0.006369427	0.704306703	1	4
FOSL2	cell differentiation/genetics	0.000706707	0.001289602	0.076433121	0.704306703	1	4
FOSL2	chromatin/genetics	0	0	0.006369427	0.704306703	1	4
FOSL2	dna helicases/genetics	0	0	0.006369427	0.704306703	1	4
FOSL2	foot deformities congenital/genetics	0	0	0.006369427	0.704306703	1	4
FOSL2	fos-related antigen-2/biosynthesis	0	0	0.006369427	0.704306703	1	4
FOSL2	hek293 cells	5.37E-09	1.73E-08	0.025477707	0.704306703	1	4
FOSL2	heterozygote	0	0	0.012738854	0.704306703	1	4
FOSL2	human embryonic stem cells/metabolism	0.000267552	0.000516202	0.063694268	0.704306703	1	4
FOSL2	hypotrichosis/genetics	0	0	0.006369427	0.704306703	1	4
FOSL2	mutation missense	2.67E-05	5.94E-05	0.038216561	0.704306703	1	4
FOSL2	neural stem cells/metabolism	1.65E-07	4.74E-07	0.044585987	0.704306703	1	4
FUS	GSK3B	1.08E-11	1.45E-10	0.016129032	0.682254817	1	1
FUS	RMDN3	1.05E-05	4.71E-05	0.032258065	0.682254817	1	1
FUS	VAPB	1.05E-05	4.71E-05	0.032258065	0.682254817	1	1
FUS	adenosine triphosphate/metabolism	0.003143795	0.007921694	0.080645161	0.682254817	1	1
FUS	amyotrophic lateral sclerosis/metabolism	1.08E-11	1.45E-10	0.016129032	0.682254817	1	1
FUS	calcium/metabolism	0.001432436	0.003939891	0.064516129	0.682254817	1	1
FUS	endoplasmic reticulum/metabolism	0.000183612	0.00063942	0.048387097	0.682254817	1	1
FUS	gene expression	1.20E-06	6.54E-06	0.032258065	0.682254817	1	1
FUS	glycogen synthase kinase 3 beta/metabolism	1.05E-05	4.71E-05	0.032258065	0.682254817	1	1
FUS	mitochondrial proteins/metabolism	1.89E-05	5.98E-05	0.069306931	0.675762622	1	3
FUS	protein tyrosine phosphatases/metabolism	1.05E-05	4.71E-05	0.032258065	0.682254817	1	1
FUS	rna-binding protein fus/genetics	1.08E-11	1.45E-10	0.016129032	0.682254817	1	1
FUS	vesicular transport proteins/metabolism	1.05E-05	4.71E-05	0.032258065	0.682254817	1	1
GABPA	NFE2L2	7.21E-06	3.61E-05	0.05	0.684648414	1	0
GABPA	cell line	0.003132746	0.006264917	0.168316832	0.675762622	1	3
GABPA	cellular reprogramming/drug effects	0	0	0.016666667	0.684648414	1	0
GABPA	gene expression regulation/drug effects	2.75E-08	2.37E-07	0.033333333	0.684648414	1	0
GABPA	induced pluripotent stem cells/cytology	0.000242345	0.00059734	0.138613861	0.675762622	1	3
GABPA	leupeptins/pharmacology	0	0	0.016666667	0.684648414	1	0
GABPA	mitochondria/metabolism	0.005806647	0.009197167	0.222929936	0.704306703	1	4
GABPA	neuroprotective agents/pharmacology	0.000516484	0.001618315	0.083333333	0.684648414	1	0
GABPA	oxidative stress/drug effects	0.000621007	0.001929559	0.083333333	0.684648414	1	0
GABPA	parkinson disease/drug therapy	0.000310999	0.001043211	0.083333333	0.684648414	1	0
GABPA	phenanthrenes/pharmacology	0	0	0.016666667	0.684648414	1	0
GAPDH	H2BW2	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
GAPDH	MAP1LC3B	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
GAPDH	MUTYH	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
GAPDH	MYOG	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
GAPDH	OPA1	0.001032726	0.002305124	0.02970297	0.675762622	1	3
GAPDH	PPARGC1A	0.000296412	0.000716663	0.01980198	0.675762622	1	3
GAPDH	RACGAP1	9.99E-05	0.00027557	0.01980198	0.675762622	1	3
GAPDH	SLC25A4	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
GAPDH	SOD1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
GAPDH	SOD2	0.000338715	0.000811561	0.01980198	0.675762622	1	3
GAPDH	SQSTM1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
GAPDH	UTRN	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
GAPDH	VDAC1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
GAPDH	amyotrophic lateral sclerosis/genetics	0.003526076	0.006899146	0.04950495	0.675762622	1	3
GAPDH	dna-binding proteins/genetics	0.002534175	0.005164561	0.04950495	0.675762622	1	3
GAPDH	mutation missense	0.002041425	0.003496484	0.038216561	0.704306703	1	4
GAPDH	neuromuscular junction/genetics	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
GATA4	cell line	7.28E-05	0.000152817	0.229299363	0.704306703	1	4
GATA4	gata4 transcription factor/genetics	0	0	0.006369427	0.704306703	1	4
GATA4	heterozygote	0	0	0.012738854	0.704306703	1	4
GATA4	human embryonic stem cells	0	0	0.025477707	0.704306703	1	4
GATA4	mutation	6.43E-06	1.52E-05	0.210191083	0.704306703	1	4
GBA	LRRK2	0.003820041	0.009720067	0.083333333	0.684648414	1	0
GBA	PRKN	0.000737149	0.001342979	0.089171975	0.704306703	1	4
GBA	PTPN2	9.07E-05	0.000347002	0.033333333	0.684648414	1	0
GBA	SNCA	0.00241481	0.004061118	0.114649682	0.704306703	1	4
GBA	alpha-synuclein/genetics	0.002113975	0.00440206	0.108910891	0.675762622	1	3
GBA	dopaminergic neurons/cytology	2.33E-05	7.25E-05	0.059405941	0.675762622	1	3
GBA	genome human	3.53E-08	2.37E-07	0.016666667	0.684648414	1	0
GBA	glucosylceramidase/genetics	3.53E-08	2.37E-07	0.016666667	0.684648414	1	0
GBA	induced pluripotent stem cells/cytology	0.004728585	0.008676106	0.138613861	0.675762622	1	3
GBA	leucine-rich repeat serine-threonine protein kinase-2/genetics	0.001037649	0.003061288	0.066666667	0.684648414	1	0
GBA	mitophagy	0.003546654	0.008884338	0.080645161	0.682254817	1	1
GBA	neural stem cells/cytology	0.000216362	0.000747215	0.05	0.684648414	1	0
GBA	neurogenesis	3.06E-05	0.000128984	0.033333333	0.684648414	1	0
GBA	ubiquitin-protein ligases/genetics	0.000436312	0.001030003	0.089108911	0.675762622	1	3
GCG	TNF	5.42E-06	1.30E-05	0.038216561	0.704306703	1	4
GCG	antigens cd/genetics	0	0	0.006369427	0.704306703	1	4
GCG	antineoplastic agents phytogenic/pharmacology	1.04E-05	2.42E-05	0.025477707	0.704306703	1	4
GCG	camptothecin/pharmacology	0	0	0.006369427	0.704306703	1	4
GCG	etoposide/pharmacology	4.19E-07	1.17E-06	0.025477707	0.704306703	1	4
GCG	gene expression/drug effects	1.19E-14	5.53E-14	0.012738854	0.704306703	1	4
GCG	hepatocytes/drug effects	4.89E-10	1.71E-09	0.01910828	0.704306703	1	4
GCG	nf-kappa b/metabolism	3.29E-10	1.16E-09	0.01910828	0.704306703	1	4
GCG	receptors tumor necrosis factor type i	0	0	0.006369427	0.704306703	1	4
GCG	rna messenger/analysis	0	0	0.006369427	0.704306703	1	4
GCG	specific pathogen-free organisms	0	0	0.006369427	0.704306703	1	4
GCG	topoisomerase inhibitors	0	0	0.006369427	0.704306703	1	4
GCG	tumor necrosis factor-alpha/pharmacology	2.99E-13	1.28E-12	0.012738854	0.704306703	1	4
GFI1	cells cultured	0.000171686	0.000454756	0.138613861	0.675762622	1	3
GFI1	dna-binding proteins/genetics	2.17E-12	2.66E-11	0.042857143	0.6737233	1	2
GFI1	drosophila proteins/genetics	0.000221782	0.000669855	0.114285714	0.6737233	1	2
GFI1	nerve degeneration/genetics	0.000106755	0.000347613	0.1	0.6737233	1	2
GFI1	nervous system malformations/genetics	0	0	0.014285714	0.6737233	1	2
GFI1	purkinje cells/metabolism	0	0	0.014285714	0.6737233	1	2
GFI1	spinocerebellar ataxias/genetics	0	0	0.014285714	0.6737233	1	2
GFI1	transcription factors/genetics	2.74E-07	1.38E-06	0.071428571	0.6737233	1	2
GSK3B	PARP1	0.002178884	0.003697593	0.062877674	0.704306703	1	4
GSK3B	PCNA	3.31E-07	1.42E-06	0.01980198	0.675762622	1	3
GSK3B	RAF1	3.31E-07	1.42E-06	0.01980198	0.675762622	1	3
GSK3B	RMDN3	1.05E-05	4.71E-05	0.032258065	0.682254817	1	1
GSK3B	VAPB	1.05E-05	4.71E-05	0.032258065	0.682254817	1	1
GSK3B	adenosine triphosphate/metabolism	0.003143795	0.007921694	0.080645161	0.682254817	1	1
GSK3B	amyotrophic lateral sclerosis/metabolism	1.08E-11	1.45E-10	0.016129032	0.682254817	1	1
GSK3B	calcium/metabolism	0.001432436	0.003939891	0.064516129	0.682254817	1	1
GSK3B	caspase 8/metabolism	3.31E-07	1.42E-06	0.01980198	0.675762622	1	3
GSK3B	caspase 9/metabolism	0.000270458	0.000664828	0.039405941	0.675762622	1	3
GSK3B	cytochrome p-450 cyp3a/metabolism	3.31E-07	1.42E-06	0.01980198	0.675762622	1	3
GSK3B	cytotoxins/chemistry	3.31E-07	1.42E-06	0.01980198	0.675762622	1	3
GSK3B	dna fragmentation/drug effects	3.31E-07	1.42E-06	0.01980198	0.675762622	1	3
GSK3B	endoplasmic reticulum/metabolism	0.000183612	0.00063942	0.048387097	0.682254817	1	1
GSK3B	gene expression	1.20E-06	6.54E-06	0.032258065	0.682254817	1	1
GSK3B	glycogen synthase kinase 3 beta/metabolism	1.05E-05	4.71E-05	0.032258065	0.682254817	1	1
GSK3B	hep g2 cells	3.31E-07	1.42E-06	0.01980198	0.675762622	1	3
GSK3B	mitochondrial proteins/metabolism	0.001369196	0.00240856	0.087457129	0.704306703	1	4
GSK3B	phosphatidylserines/metabolism	2.33E-05	7.25E-05	0.039405941	0.675762622	1	3
GSK3B	plant extracts/toxicity	3.31E-07	1.42E-06	0.01980198	0.675762622	1	3
GSK3B	plant roots/chemistry	3.31E-07	1.42E-06	0.01980198	0.675762622	1	3
GSK3B	protein tyrosine phosphatases/metabolism	1.05E-05	4.71E-05	0.032258065	0.682254817	1	1
GSK3B	rna-binding protein fus/genetics	1.08E-11	1.45E-10	0.016129032	0.682254817	1	1
GSK3B	vesicular transport proteins/metabolism	1.05E-05	4.71E-05	0.032258065	0.682254817	1	1
GSK3B	water/chemistry	3.31E-07	1.42E-06	0.01980198	0.675762622	1	3
H2BW2	MAP1LC3B	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
H2BW2	MUTYH	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
H2BW2	MYOG	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
H2BW2	OPA1	0.001032726	0.002305124	0.02970297	0.675762622	1	3
H2BW2	PPARGC1A	0.000296412	0.000716663	0.01980198	0.675762622	1	3
H2BW2	RACGAP1	9.99E-05	0.00027557	0.01980198	0.675762622	1	3
H2BW2	SLC25A4	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
H2BW2	SOD1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
H2BW2	SOD2	0.000338715	0.000811561	0.01980198	0.675762622	1	3
H2BW2	SQSTM1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
H2BW2	UTRN	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
H2BW2	VDAC1	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
H2BW2	amyotrophic lateral sclerosis/genetics	0.003526076	0.006899146	0.04950495	0.675762622	1	3
H2BW2	dna-binding proteins/genetics	0.002534175	0.005164561	0.04950495	0.675762622	1	3
H2BW2	mutation missense	0.002041425	0.003496484	0.038216561	0.704306703	1	4
H2BW2	neuromuscular junction/genetics	7.91E-06	2.59E-05	0.00990099	0.675762622	1	3
HDAC1	PI3	7.46E-09	3.79E-08	0.00990099	0.675762622	1	3
HDAC1	PRAM1	7.46E-09	3.79E-08	0.00990099	0.675762622	1	3
HDAC1	anti-inflammatory agents/pharmacology	7.46E-09	3.79E-08	0.00990099	0.675762622	1	3
HDAC1	antioxidants/pharmacology	7.46E-09	3.79E-08	0.00990099	0.675762622	1	3
HDAC1	cachexia/etiology	7.46E-09	3.79E-08	0.00990099	0.675762622	1	3
HDAC1	caspases/metabolism	0.001820581	0.003843069	0.03960396	0.675762622	1	3
HDAC1	cell death	7.46E-09	3.79E-08	0.00990099	0.675762622	1	3
HDAC1	cell survival	4.52E-06	1.60E-05	0.01980198	0.675762622	1	3
HDAC1	cytokines/metabolism	7.46E-09	3.79E-08	0.00990099	0.675762622	1	3
HDAC1	inflammation/drug therapy	7.46E-09	3.79E-08	0.00990099	0.675762622	1	3
HDAC1	leukocytes mononuclear/drug effects	7.46E-09	3.79E-08	0.00990099	0.675762622	1	3
HDAC1	neoplasms/complications	7.46E-09	3.79E-08	0.00990099	0.675762622	1	3
HDAC1	oxidants/metabolism	7.46E-09	3.79E-08	0.00990099	0.675762622	1	3
HDAC1	oxidative stress/drug effects	0.003172487	0.006322346	0.059405941	0.675762622	1	3
HDAC1	plant extracts	7.46E-09	3.79E-08	0.00990099	0.675762622	1	3
HDAC1	triterpenes/pharmacology	7.46E-09	3.79E-08	0.00990099	0.675762622	1	3
HNF1A	cell respiration	0	0	0.01910828	0.704306703	1	4
HNF1A	cells cultured	0.000900018	0.001616189	0.152866242	0.704306703	1	4
HNF1A	diabetes mellitus type 2/metabolism	0	0	0.006369427	0.704306703	1	4
HNF1A	gene expression regulation	0	0	0.025477707	0.704306703	1	4
HNF1A	hepatocyte nuclear factor 1-alpha/genetics	0	0	0.006369427	0.704306703	1	4
HNF1A	human embryonic stem cells/physiology	0	0	0.01910828	0.704306703	1	4
HNF1A	mutation/genetics	8.93E-06	2.09E-05	0.089171975	0.704306703	1	4
HNF1A	pancreas/pathology	0	0	0.006369427	0.704306703	1	4
HNF1A	phenotype	4.54E-06	1.10E-05	0.089171975	0.704306703	1	4
HNF1A	rna long noncoding/genetics	0	0	0.012738854	0.704306703	1	4
HSPA5	amino acid chloromethyl ketones/pharmacology	8.18E-05	0.000170485	0.070063694	0.704306703	1	4
HSPA5	autophagy/drug effects	0	0	0.006369427	0.704306703	1	4
HSPA5	caspase 9/metabolism	1.03E-07	3.01E-07	0.031847134	0.704306703	1	4
HSPA5	cell line tumor	0.00062569	0.001147958	0.089171975	0.704306703	1	4
HSPA5	dose-response relationship drug	0.000952704	0.001707535	0.095541401	0.704306703	1	4
HSPA5	drug interactions	0	0	0.012738854	0.704306703	1	4
HSPA5	endoplasmic reticulum/drug effects	0	0	0.01910828	0.704306703	1	4
